relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmid
PrimeKG::contraindication:Disease:Compound	long COVID-19	Disease	MONDO:0100233	HYDROCORTISONE	Compound	DrugBank:DB00741	"Of the features selected for the final model, several associated positively with LC status (serum galectin-1 concentration, IgG against various EBV epitopes), while others associated negatively (serum cortisol, PD-1+CD4+ T central memory cells, cDC1 cells)."	37748514
GNBR::Mp::Compound:Disease	long COVID-19	Disease	MONDO:0100233	HYDROCORTISONE	Compound	DrugBank:DB00741	"Serum cortisol was the most significant predictor of LC status in the model, and cortisol alone achieved an AUC of 0.96 (95% CI = 0.93–0.99) (Extended Data Fig. ​Fig. 9f9f (top))."	37748514
associated_with	inflammatory response	BiologicalProcess	GO:0006954	long COVID	Disease	MONDO:0100233	"Network analysis reveals sustained inflammatory response, platelet degranulation, and cellular activation during convalescence accompanied by dysregulation in arginine biosynthesis, methionine metabolism, taurine metabolism, and tricarboxylic acid (TCA) cycle processes."	37890487
associated_with	IFN-γ	Gene	ENTREZ:3458	alveolar regeneration	Anatomy	UBERON:0002169	"Notably, therapeutic neutralization of IFN-γ and TNF, or IL-1β after the resolution of acute infection resulted in markedly improved alveolar regeneration and restoration of pulmonary function."	37745354
associated_with	platelet degranulation	BiologicalProcess	GO:0002576	long COVID	Disease	MONDO:0100233	"Network analysis reveals sustained inflammatory response, platelet degranulation, and cellular activation during convalescence accompanied by dysregulation in arginine biosynthesis, methionine metabolism, taurine metabolism, and tricarboxylic acid (TCA) cycle processes."	37890487
associated_with	cellular activation	BiologicalProcess	GO:0009987	long COVID	Disease	MONDO:0100233	"Network analysis reveals sustained inflammatory response, platelet degranulation, and cellular activation during convalescence accompanied by dysregulation in arginine biosynthesis, methionine metabolism, taurine metabolism, and tricarboxylic acid (TCA) cycle processes."	37890487
associated_with	arginine biosynthesis	BiologicalProcess	GO:0006526	long COVID	Disease	MONDO:0100233	"Network analysis reveals sustained inflammatory response, platelet degranulation, and cellular activation during convalescence accompanied by dysregulation in arginine biosynthesis, methionine metabolism, taurine metabolism, and tricarboxylic acid (TCA) cycle processes."	37890487
associated_with	methionine metabolism	BiologicalProcess	GO:0006555	long COVID	Disease	MONDO:0100233	"Network analysis reveals sustained inflammatory response, platelet degranulation, and cellular activation during convalescence accompanied by dysregulation in arginine biosynthesis, methionine metabolism, taurine metabolism, and tricarboxylic acid (TCA) cycle processes."	37890487
associated_with	taurine metabolism	BiologicalProcess	GO:0019530	long COVID	Disease	MONDO:0100233	"Network analysis reveals sustained inflammatory response, platelet degranulation, and cellular activation during convalescence accompanied by dysregulation in arginine biosynthesis, methionine metabolism, taurine metabolism, and tricarboxylic acid (TCA) cycle processes."	37890487
associated_with	tricarboxylic acid (TCA) cycle processes	BiologicalProcess	GO:0006099	long COVID	Disease	MONDO:0100233	"Network analysis reveals sustained inflammatory response, platelet degranulation, and cellular activation during convalescence accompanied by dysregulation in arginine biosynthesis, methionine metabolism, taurine metabolism, and tricarboxylic acid (TCA) cycle processes."	37890487
GNBR::Md::Gene:Disease	long COVID-19	Disease	MONDO:0100233	IL27	Gene	ENTREZ:246778	"Interestingly, interleukin-27 (IL-27), a multifunctional cytokine, was the most significant biomarker in the minimal prediction panel in determining adverse outcomes."	37890487
Hetionet::DuG::Disease:Gene	long COVID-19	Disease	MONDO:0100233	IL1B	Gene	ENTREZ:3553	"Substantial immune activation and stress response were observed in convalescence with upregulation of cytokines such as IL-1β, IL-6, CXCL1, IL-7, IL-8, and IL-18, which is in agreement with the alterations in innate and adaptive immune cell populations seen in long COVID."	37890487
Hetionet::DuG::Disease:Gene	long COVID-19	Disease	MONDO:0100233	IL6	Gene	ENTREZ:3569	"Substantial immune activation and stress response were observed in convalescence with upregulation of cytokines such as IL-1β, IL-6, CXCL1, IL-7, IL-8, and IL-18, which is in agreement with the alterations in innate and adaptive immune cell populations seen in long COVID."	37890487
Hetionet::DuG::Disease:Gene	long COVID-19	Disease	MONDO:0100233	CXCL1	Gene	ENTREZ:2919	"Substantial immune activation and stress response were observed in convalescence with upregulation of cytokines such as IL-1β, IL-6, CXCL1, IL-7, IL-8, and IL-18, which is in agreement with the alterations in innate and adaptive immune cell populations seen in long COVID."	37890487
Hetionet::DuG::Disease:Gene	long COVID-19	Disease	MONDO:0100233	IL7	Gene	ENTREZ:3574	"Substantial immune activation and stress response were observed in convalescence with upregulation of cytokines such as IL-1β, IL-6, CXCL1, IL-7, IL-8, and IL-18, which is in agreement with the alterations in innate and adaptive immune cell populations seen in long COVID."	37890487
Hetionet::DuG::Disease:Gene	long COVID-19	Disease	MONDO:0100233	CXCL8	Gene	ENTREZ:3576	"Substantial immune activation and stress response were observed in convalescence with upregulation of cytokines such as IL-1β, IL-6, CXCL1, IL-7, IL-8, and IL-18, which is in agreement with the alterations in innate and adaptive immune cell populations seen in long COVID."	37890487
Hetionet::DuG::Disease:Gene	long COVID-19	Disease	MONDO:0100233	IL18	Gene	ENTREZ:3606	"Substantial immune activation and stress response were observed in convalescence with upregulation of cytokines such as IL-1β, IL-6, CXCL1, IL-7, IL-8, and IL-18, which is in agreement with the alterations in innate and adaptive immune cell populations seen in long COVID."	37890487
GNBR::Pa::Compound:Disease	long COVID-19	Disease	MONDO:0100233	TAURINE	Compound	DrugBank:DB01956	"Fourthly, taurine supplementation can potentially alleviate long COVID burden based on the strong and consistent correlation between taurine levels with PASC symptoms and quality of life."	37890487
HSDN::has_symptom:Disease:Symptom	weakness	Symptom	SYMP:0000177	Long COVID	Disease	MONDO:0100233	"The prevalence of Long COVID was 52%, with the most common complaints being weakness (46%), myalgia (41%), dizziness (33%), and headache (31%)."	37953468
HSDN::has_symptom:Disease:Symptom	myalgia	Symptom	SYMP:0019161	Long COVID	Disease	MONDO:0100233	"The prevalence of Long COVID was 52%, with the most common complaints being weakness (46%), myalgia (41%), dizziness (33%), and headache (31%)."	37953468
HSDN::has_symptom:Disease:Symptom	dizziness	Symptom	SYMP:0000610	Long COVID	Disease	MONDO:0100233	"The prevalence of Long COVID was 52%, with the most common complaints being weakness (46%), myalgia (41%), dizziness (33%), and headache (31%)."	37953468
HSDN::has_symptom:Disease:Symptom	headache	Symptom	SYMP:0000504	Long COVID	Disease	MONDO:0100233	"The prevalence of Long COVID was 52%, with the most common complaints being weakness (46%), myalgia (41%), dizziness (33%), and headache (31%)."	37953468
associated_with	CRP	Gene	ENTREZ:1401	ischemia	Symptom	SYMP:0000209	"Additionally, serum CRP level, SPECT lung-to-heart ratio (LHR), and the presence of long COVID were independent predictors of ischemia."	37665487
HSDN::has_symptom:Disease:Symptom	long COVID	Disease	MONDO:0100233	ischemia	Symptom	SYMP:0000209	The presence of long COVID was the best predictor of ischemia among the aforementioned parameters (p < 0.001).	37665487
associated_with	TNF	Gene	ENTREZ:7124	alveolar regeneration	Anatomy	UBERON:0002169	"Notably, therapeutic neutralization of IFN-γ and TNF, or IL-1β after the resolution of acute infection resulted in markedly improved alveolar regeneration and restoration of pulmonary function."	37745354
associated_with	IL-1β	Gene	ENTREZ:3553	pulmonary function	Anatomy	MESH:D008168	"Notably, therapeutic neutralization of IFN-γ and TNF, or IL-1β after the resolution of acute infection resulted in markedly improved alveolar regeneration and restoration of pulmonary function."	37745354
PrimeKG::interacts_with:Gene:BiologicalProcess	IL-1b	Gene	ENTREZ:3553	TLR4 receptor activation	BiologicalProcess	GO:0034142	"In this study, we show that recombinant SARS-CoV-2 full-length S protein stimulates release of pro-inflammatory IL-1b, CXCL8, IL-6, and MMP-9 from cultured human microglia via TLR4 receptor activation."	37477768
PrimeKG::interacts_with:Gene:BiologicalProcess	IL-6	Gene	ENTREZ:3569	TLR4 receptor activation	BiologicalProcess	GO:0034142	"In this study, we show that recombinant SARS-CoV-2 full-length S protein stimulates release of pro-inflammatory IL-1b, CXCL8, IL-6, and MMP-9 from cultured human microglia via TLR4 receptor activation."	37477768
associated_with	IL-1β	Gene	ENTREZ:3553	alveolar regeneration	Anatomy	UBERON:0002169	"Notably, therapeutic neutralization of IFN-γ and TNF, or IL-1β after the resolution of acute infection resulted in markedly improved alveolar regeneration and restoration of pulmonary function."	37745354
associated_with	TNF	Gene	ENTREZ:7124	pulmonary function	Anatomy	MESH:D008168	"Notably, therapeutic neutralization of IFN-γ and TNF, or IL-1β after the resolution of acute infection resulted in markedly improved alveolar regeneration and restoration of pulmonary function."	37745354
associated_with	IFN-γ	Gene	ENTREZ:3458	pulmonary function	Anatomy	MESH:D008168	"Notably, therapeutic neutralization of IFN-γ and TNF, or IL-1β after the resolution of acute infection resulted in markedly improved alveolar regeneration and restoration of pulmonary function."	37745354
PrimeKG::interacts_with:Gene:BiologicalProcess	CXCL8	Gene	ENTREZ:3576	TLR4 receptor activation	BiologicalProcess	GO:0034142	"In this study, we show that recombinant SARS-CoV-2 full-length S protein stimulates release of pro-inflammatory IL-1b, CXCL8, IL-6, and MMP-9 from cultured human microglia via TLR4 receptor activation."	37477768
PrimeKG::interacts_with:Gene:BiologicalProcess	MMP-9	Gene	ENTREZ:4318	TLR4 receptor activation	BiologicalProcess	GO:0034142	"In this study, we show that recombinant SARS-CoV-2 full-length S protein stimulates release of pro-inflammatory IL-1b, CXCL8, IL-6, and MMP-9 from cultured human microglia via TLR4 receptor activation."	37477768
PrimeKG::parent-child:Disease:Disease	Long COVID	Disease	MONDO:0100233	COVID-19	Disease	MONDO:0100096	"Furthermore, these variables are also related to worse QoL, but only functional status predicts it. In conclusion, our results have shown highly significant correlations between the group with COVID-19 and Long COVID regarding functional status, level of physical activity, QoL, and fatigue."	37963962
associated_with	menstrual cycle	BiologicalProcess	GO:0042703	COVID-19	Disease	MONDO:0100096	The association between the COVID-19 and increased prevalence of menstrual cycle irregularity.	37974147
GNBR::T::Compound:Disease	imatinib	Compound	DrugBank:DB00619	long COVID	Disease	MONDO:0100233	"Incorporating imatinib into COVID-19 treatment strategies offers a novel approach to safeguard the endothelial barrier and address the complex pathophysiology of the disease, including its potential implications in long COVID."	37530975
treats	inflammatory responses	BiologicalProcess	GO:0006954	imatinib	Compound	DrugBank:DB00619	"COVID-19 is characterized by an alveolar cytokine storm, and imatinib has been shown to strengthen the endothelial barrier and mitigate alveolar inflammatory responses by modulating NF-κB signaling."	37530975
associated_with	NF-κB signaling	BiologicalProcess	GO:0038061	imatinib	Compound	DrugBank:DB00619	"COVID-19 is characterized by an alveolar cytokine storm, and imatinib has been shown to strengthen the endothelial barrier and mitigate alveolar inflammatory responses by modulating NF-κB signaling."	37530975
associated_with	inflammatory responses	BiologicalProcess	GO:0006954	alveolar	Anatomy	UBERON:0002169	"COVID-19 is characterized by an alveolar cytokine storm, and imatinib has been shown to strengthen the endothelial barrier and mitigate alveolar inflammatory responses by modulating NF-κB signaling."	37530975
HSDN::has_symptom:Disease:Symptom	fatigue	Symptom	SYMP:0019177	Post-COVID	Disease	MONDO:0100233	"Post-COVID symptoms such as daytime sleepiness, fatigue and memory and concentration problems may in part be a result of reduced sleep efficiency and sleep apnea in a relevant percentage of patients."	37987095
