Biomarker ID	Biomarker Name	Disease	ICD Code	Biomarker Type	Conclusion	UniProt ID	REF 1	Biomarker Location	Specific Aim	Molecular Type	Biomarker Measure	Treatment	Specific Conclusion	Biomarker Phase	Objective	Research Method	Research Results
BM001774	Interleukin-15 (IL15)	Osteoarthritis	ICD-11: FA00-FA05 ; ICD-9: 715	Prognostic	IL-15 levels in serum may predict a severe disease course in patients with early osteoarthritis.	P40933	Osteoarthritis year 2012 in review: biomarkers. Osteoarthritis Cartilage. 2012 Dec;20(12):1451-64.		Severity								
BM001800	Interleukin-16 (IL16)	Bronchopulmonary dysplasia	ICD-11: KB29.0 ; ICD-10: P27.1 ; ICD-9: 770.7	Antecedent		Q14005	Biomarkers in bronchopulmonary dysplasia. Paediatr Respir Rev. 2013 Sep;14(3):173-9.	tracheal aspirates									
BM003341	Interleukin-16 (IL16)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	Recreational drug use may reduce CTL and IL-16 expression and increase the expression of TGF-beta1 and CXCR4, all of which may facilitate progression of HIV infections.	Q14005	Association of drug abuse with inhibition of HIV-1 immune responses: studies with long-term of HIV-1 non-progressors. J Neuroimmunol. 2004 Feb;147(1-2):21-5. J Neuroimmunol. 2004 Feb;147(1-2):21-5.				Higher						
BM000418	Interleukin-17 (IL17)	Bronchopulmonary dysplasia	ICD-11: KB29.0 ; ICD-10: P27.1 ; ICD-9: 770.7	Antecedent		Q16552	Biomarkers in bronchopulmonary dysplasia. Paediatr Respir Rev. 2013 Sep;14(3):173-9.	Infant blood									
BM003338	Interleukin-17 (IL17)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	HIV infection is associated with a significant increase in IL-17 production in both CD4(+) and CD4() T cells in peripheral blood.	Q16552	Increased interleukin-17 production both in helper T cell subset Th17 and CD4-negative T cells in human immunodeficiency virus infection. Viral Immunol. 2007 Spring;20(1):66-75. Viral Immunol. 2007 Spring;20(1):66-75.				Increased						
BM003199	Interleukin-17 (IL17)	Dengue	ICD-11: 1D20-1D2Z ; ICD-10: A90, R50	Pharmacodynamic	Disrupting the balance between IL-22 and IL-17A levels may represent an important strategy to reduce inflammation and tissue injury associated with severe dengue infection.	Q16552	IL-22 modulates IL-17A production and controls inflammation and tissue damage in experimental dengue infection. Eur J Immunol. 2013 Jun;43(6):1529-44. Eur J Immunol. 2013 Jun;43(6):1529-44.		Pathogenesis								
BM003266	Interleukin-17 (IL17)	Hepatitis B	ICD-11: 1E51 ; ICD-10: B18.1	Differentiation	Patients with hepatitis B-associated cirrhosis with more severe disease displayed significant increases in peripheral numbers of Th17 cells as well as in IL-17 plasma levels.	Q16552	Increased Th17 cells contribute to disease progression in patients with HBV-associated liver cirrhosis. J Viral Hepat. 2012 Jun;19(6):396-403. J Viral Hepat. 2012 Jun;19(6):396-403.				Higher						
BM001878	Interleukin-17 (IL17)	Systemic sclerosis	ICD-11: 4A42	Diagnostic		Q16552	Circulating biomarkers of interstitial lung disease in systemic sclerosis. Int J Rheumatol. 2012;2012:121439.	serum			Elevated level						
BM001783	Interleukin-17 (IL17)	Neuromyelitis optica	ICD-11: 8A43 ; ICD-10: G36.0 ; ICD-9: 341	Diagnostic		Q16552	[Biomarkers in neuromyelitis optica]. Brain Nerve. 2012 May;64(5):525-35.	CSF									
BM001811	Interleukin-17 (IL17)	Myalgic encephalomyelitis	ICD-11: 8E49 ; ICD-10: G93 ; ICD-9: 780.71	Diagnostic		Q16552	Biomarkers for chronic fatigue. Brain Behav Immun. 2012 Nov;26(8):1202-10.	plasma			Elevated level						
BM003201	Interleukin-18 (IL18)	Dengue	ICD-11: 1D20-1D2Z ; ICD-10: A90, R50	Differentiation	Increased plasma levels of tumour necrosis factor-alpha (TNF-alpha), interferon-gamma (IFN-gamma) and interleukin (IL)-18 in dengue patients were inversely associated with CD14(high) CD16(+).	Q14116	Differential regulation of toll-like receptor-2, toll-like receptor-4, CD16 and human leucocyte antigen-DR on peripheral blood monocytes during mil... Immunology. 2010 Jun;130(2):202-16. Immunology. 2010 Jun;130(2):202-16.				Increased						
BM003309	Interleukin-18 (IL18)	Hepatitis C	ICD-11: 1E51 ; ICD-10: B18.2	Differentiation	There is significant upregulation of interleukin-18 (IL-18) expression in viral infectious diseases and in some chronic hepatic disease.	Q14116	Association between plasma interleukin-18 levels and liver injury in chronic hepatitis C virus infection and non-alcoholic fatty liver disease. Ann Clin Lab Sci. 2005 Autumn;35(4):415-22. Ann Clin Lab Sci. 2005 Autumn;35(4):415-22.				Higher						
BM003491	Interleukin-18 (IL18)	Measles	ICD-11: 1F03	Differentiation	Plasma interleukin (IL)-18, which is responsible for inducing apoptosis in several infectious diseases, was increased predominantly with measles patients, whereas the increase remained marginal with the vaccinees.	Q14116	Comparative analysis of host responses related to immunosuppression between measles patients and vaccine recipients with live attenuated measles va... Arch Virol. 2001;146(5):859-74. Arch Virol. 2001;146(5):859-74.				Higher						
BM001744	Interleukin-18 (IL18)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Diagnostic		Q14116	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum									
BM001786	Interleukin-18 (IL18)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Diagnostic		Q14116	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum		Protein							
BM001793	Interleukin-18 (IL18)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Diagnostic		Q14116	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum									
BM001794	Interleukin-18 (IL18)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Monitoring		Q14116	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum	Severity								
BM001795	Interleukin-18 (IL18)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Antecedent		Q14116	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum									
BM001796	Interleukin-18 (IL18)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Prognostic		Q14116	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum	Severity								
BM001787	Interleukin-18 (IL18)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Diagnostic		Q14116	Discovery and validation of graft-versus-host disease biomarkers. Blood. 2013 Jan 24;121(4):585-94.	plasma			Elevated level						
BM001785	Interleukin-18 (IL18)	Acute coronary syndrome	ICD-11: BA41 ; ICD-9: 411.1	Antecedent		Q14116	Biomarkers associated with vulnerable atheromatous plaque. Curr Med Chem. 2012;19(16):2588-96.		Vulnerable Atheromatous Plaque								
BM001790	Interleukin-18 (IL18)	Acute kidney injury	ICD-11: GB60 ; ICD-9: 584	Diagnostic		Q14116	Biomarkers of acute kidney injury in pediatric cardiac patients. Biomark Med. 2012 Jun;6(3):273-82.	urine;serum	Early diagnosis								
BM001791	Interleukin-18 (IL18)	Acute kidney injury	ICD-11: GB60 ; ICD-9: 584	Prognostic		Q14116	Biomarkers of acute kidney injury in pediatric cardiac patients. Biomark Med. 2012 Jun;6(3):273-82.		Outcome								
BM001788	Interleukin-18 (IL18)	Acute kidney injury	ICD-11: GB60 ; ICD-9: 584	Antecedent; diagnostic	The IL-18 urine level has sensitivity and specificity >90% in diagnosing AKI.The IL-18 urine level increases 2 days earlier, which precedes the increase of crea tinine level in non-sepsis patients.	Q14116	Acute Kidney Injury (AKI) biomarker. Acta Med Indones. 2012 Jul;44(3):246-55.	urine			Elevated level			Clinical trial			
BM001789	Interleukin-18 (IL18)	Acute kidney injury	ICD-11: GB60 ; ICD-9: 584	Prognostic	The IL-18 urine level is correlated with AKI severity and it is a predictor for AKI and mortality in a heterogenic group of children with critical illness.	Q14116	Acute Kidney Injury (AKI) biomarker. Acta Med Indones. 2012 Jul;44(3):246-55.	urine						Clinical trial			
BM003587	Interleukin-2 (IL2)	Tuberculosis	ICD-11: 1B10-1B1Z ; ICD-10: A15-A19, B90	Differentiation	Serum IL-2 and neopterin levels were higher in patients with active tuberculosis than those in inactive tuberculosis or controls.	P60568	Serum interleukin-2 and neopterin levels as useful markers for treatment of active pulmonary tuberculosis. Tohoku J Exp Med. 2006 Aug;209(4):321-8. Tohoku J Exp Med. 2006 Aug;209(4):321-8.				Higher						
BM003569	Interleukin-2 (IL2)	Toxic shock syndrome	ICD-11: 1B52 ; ICD-10: A48.3	Differentiation	Toxic shock syndrome toxin-1 (TSST-1) induced production of the cytokines tumor necrosis factor-alpha (TNF-alpha), interleukin (IL)-1, IL-6, IL-2, and interferon-gamma (IFN-gamma) by human peripheral blood mononuclear cells (PBMC).	P60568	Inhibition of toxic shock syndrome toxin-1-induced cytokine production and T cell activation by interleukin-10, interleukin-4, and dexamethasone. J Infect Dis. 1995 Oct;172(4):988-92. J Infect Dis. 1995 Oct;172(4):988-92.				Higher						
BM003259	Interleukin-2 (IL2)	Diphtheria	ICD-11: 1C17	Differentiation	Denileukin diftitox is a fusion protein combining diphtheria toxin and interleukin-2 (IL-2) that targets tumor cells expressing the IL-2 receptor.	P60568	Phase II study of denileukin diftitox for relapsed/refractory B-Cell non-Hodgkin's lymphoma. J Clin Oncol. 2004 Oct 15;22(20):4095-102. J Clin Oncol. 2004 Oct 15;22(20):4095-102.				Higher						
BM003351	Interleukin-2 (IL2)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	In both HIV infection and aging, immunosenescence is marked by an increased proportion of CD28-, CD57+ memory CD8+ T cells with reduced capacity to produce interleukin 2 (IL-2), increased production of IL-6, resistance to apoptosis, and shortened telomeres.	P60568	Aging, inflammation, and HIV infection. Top Antivir Med. 2012 Aug-Sep;20(3):101-5. Top Antivir Med. 2012 Aug-Sep;20(3):101-5.				Lower						
BM003436	Interleukin-2 (IL2)	Influenza	ICD-11: 1E30-1E32	Differentiation	Acute influenza infection was associated with low plasma concentrations of inflammatory cytokines, including IFN-, MIP-1, IL-2 and IL-15, and high levels of the anti-inflammatory cytokines IL-10 and IL-1ra.	P60568	Changes in cytokine levels and NK cell activation associated with influenza. PLoS One. 2011;6(9):e25060. PLoS One. 2011;6(9):e25060.				Lower						
BM003271	Interleukin-2 (IL2)	Hepatitis B	ICD-11: 1E51 ; ICD-10: B18.1	Differentiation	Low levels of interleukin-2 found in the replicative phase of chronic active hepatitis B.	P60568	Interleukins in chronic active hepatitis B. Relationship with viral markers. J Hepatol. 1987 Aug;5(1):37-44. J Hepatol. 1987 Aug;5(1):37-44.				Lower						
BM003157	Interleukin-2 (IL2)	Candidosis	ICD-11: 1F23	Differentiation	Chronic mucocutaneous candidiasis patients have impaired cytokine production upon in vitro stimulation with CAgs resulting in low or absent IL-2, increased IL-6 and either absent or increased IFN-gamma production.	P60568	Chronic mucocutaneous candidiasis. I. Altered antigen-stimulated IL-2, IL-4, IL-6 and interferon-gamma (IFN-gamma) production. Clin Exp Immunol. 1996 Aug;105(2):205-12. Clin Exp Immunol. 1996 Aug;105(2):205-12.				Lower						
BM001928	Interleukin-2 (IL2)	Non-small-cell lung cancer	ICD-11: 2C25.Y	Diagnostic; classification	Interleukin-6 (IL-6) levels are reportedly elevated in EBC of non-small-cell lun g cancer patients compared with control subjects, and, moreover, correlate signi ficantly with disease severity [174].IL-2, TNF- and leptin levels were also sig nificantly elevated in the EBC of non-small-cell lung cancer patients compared t o those of con- trol groups [175]. Much like IL-6, the levels of these three mar kers also correlated with stages (Stages IA CIII) of lung cancer	P60568	Breath biomarkers in diagnosis of pulmonary diseases. Clin Chim Acta. 2012 Nov 12;413(21-22):1770-80.	EBC	Severity		Elevated level						
BM001812	Interleukin-2 (IL2)	Myalgic encephalomyelitis	ICD-11: 8E49 ; ICD-10: G93 ; ICD-9: 780.71	Diagnostic		P60568	Biomarkers for chronic fatigue. Brain Behav Immun. 2012 Nov;26(8):1202-10.	plasma			Elevated level						
BM001808	Interleukin-2 (IL2)	Coeliac disease	ICD-11: DA95 ; ICD-10: K90.0 ; ICD-9: 579	Diagnostic		P60568	Biomarkers for diagnosis and monitoring of celiac disease. J Clin Gastroenterol. 2013 Apr;47(4):308-13.			Gene	4q27; presence						
BM000580	Interleukin-2 (IL2)	Psoriasis vulgaris	ICD-11: EA90 ; ICD-9: 696	Diagnostic	In line with the inflammatory nature of the disease, an imbalanced cytokine mili eu has been found in psoriatic lesions, with the presence of increased levels of TNF, IFN- IL-2, IL-6, IL-8, IL-12 and LIF-1 and reducedlevels of IL-1, IL-4, IL-5 and IL-10.	P60568	Biomarkers in psoriasis and psoriatic arthritis. Ann Rheum Dis. 2013 Apr;72 Suppl 2:ii104-10.	psoriatic lesion			Elevated level						
BM003337	Interleukin-21 (IL21)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Monitoring	Interleukin-21 plays an important role in CD8 T-cell activation and poor outcome in HIV infection.	Q9HBE4	Interleukin-21 plays an important role in CD8 T-cell activation and poor outcome in HIV infection. J Interferon Cytokine Res. 2013 Mar;33(3):115-20. J Interferon Cytokine Res. 2013 Mar;33(3):115-20.		Outcome								
BM001809	Interleukin-21 (IL21)	Coeliac disease	ICD-11: DA95 ; ICD-10: K90.0 ; ICD-9: 579	Diagnostic		Q9HBE4	Biomarkers for diagnosis and monitoring of celiac disease. J Clin Gastroenterol. 2013 Apr;47(4):308-13.			Gene	4q27; presence						
BM003196	Interleukin-22 (IL22)	Dengue	ICD-11: 1D20-1D2Z ; ICD-10: A90, R50	Pharmacodynamic	The contribution of IL-22 and IL-17A in the pathogenesis of experimental dengue infection were assessed.	Q9GZX6	IL-22 modulates IL-17A production and controls inflammation and tissue damage in experimental dengue infection. Eur J Immunol. 2013 Jun;43(6):1529-44. Eur J Immunol. 2013 Jun;43(6):1529-44.		Pathogenesis								
BM001879	Interleukin-22 (IL22)	Systemic sclerosis	ICD-11: 4A42	Diagnostic		Q9GZX6	Circulating biomarkers of interstitial lung disease in systemic sclerosis. Int J Rheumatol. 2012;2012:121439.	serum			Elevated level						
BM001815	Interleukin-22 (IL22)	Psoriasis vulgaris	ICD-11: EA90 ; ICD-9: 696	Diagnostic	High mRNA and protein levels of IL-22 are also detected and they decrease after successful therapy	Q9GZX6	Biomarkers in psoriasis and psoriatic arthritis. Ann Rheum Dis. 2013 Apr;72 Suppl 2:ii104-10.	serum		Gene	MRNA; elevated level						
BM001813	Interleukin-23 (IL23)	Myalgic encephalomyelitis	ICD-11: 8E49 ; ICD-10: G93 ; ICD-9: 780.71	Diagnostic		Q9NPF7	Biomarkers for chronic fatigue. Brain Behav Immun. 2012 Nov;26(8):1202-10.	plasma			Elevated level						
BM000420	Interleukin-23 (IL23)	Psoriasis vulgaris	ICD-11: EA90 ; ICD-9: 696	Diagnostic	The pivotal role of the IL23/Th17 axis at tissue level is shown by the increased levels of IL-23, IL-23R and Th17 cytokines detected in psoriatic skin, with the latter increased in lesional versus non-lesional skin	Q9NPF7	Biomarkers in psoriasis and psoriatic arthritis. Ann Rheum Dis. 2013 Apr;72 Suppl 2:ii104-10.	skin			Elevated level						
BM003571	Interleukin-3 (IL3)	Toxic shock syndrome	ICD-11: 1B52 ; ICD-10: A48.3	Differentiation	The SETs SEA, SEB, SEC, and toxic shock syndrome toxin 1 significantly inhibited eosinophil apoptosis in a manner comparable with that of high concentrations of IL-3.	P08700	Staphylococcal exotoxins exert proinflammatory effects through inhibition of eosinophil apoptosis, increased surface antigen expression (CD11b, CD4... J Allergy Clin Immunol. 2002 Mar;109(3):477-84. J Allergy Clin Immunol. 2002 Mar;109(3):477-84.				Higher						
BM003574	Interleukin-4 (IL4)	Toxic shock syndrome	ICD-11: 1B52 ; ICD-10: A48.3	Differentiation	Inhibition of toxic shock syndrome toxin-1-induced cytokine production and T cell activation by interleukin-10, interleukin-4, and dexamethasone.	P05112	Inhibition of toxic shock syndrome toxin-1-induced cytokine production and T cell activation by interleukin-10, interleukin-4, and dexamethasone. J Infect Dis. 1995 Oct;172(4):988-92. J Infect Dis. 1995 Oct;172(4):988-92.										
BM003410	Interleukin-4 (IL4)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	The decreased percentage of cells expressing IL-2 and IFN-gamma in conjunction with an increased proportion of IL-4- and IL-10-producing cells among the CD4+ T cells in HIV-1-infected individuals demonstrate a Th1 to Th2 cytokine shift in the course of HIV infection on a single cell level.	P05112	Demonstration of the Th1 to Th2 cytokine shift during the course of HIV-1 infection using cytoplasmic cytokine detection on single cell level by fl... AIDS. 1997 Jul 15;11(9):1111-8. AIDS. 1997 Jul 15;11(9):1111-8.				Higher						
BM003240	Interleukin-4 (IL4)	Dengue	ICD-11: 1D20-1D2Z ; ICD-10: A90, R50	Monitoring	IL-1beta, IFN-gamma, IL-4, IL-6, IL-13, IL-7 and GM-CSF were significantly increased in patients with severe clinical manifestations (severe dengue) when compared to mild disease forms (mild dengue).	P05112	Multiplex cytokine profile from dengue patients: MIP-1beta and IFN-gamma as predictive factors for severity. BMC Infect Dis. 2008 Jun 25;8:86. BMC Infect Dis. 2008 Jun 25;8:86.		Disease level		Increased						
